fuente;numero victima;municipio id;municipio nombre;fecha hecho;hora hecho;momento hecho;edad;sexo;clase victima;vehiculo victima;tipo via;tipo incidente;clima
Egresos hospitalarios;2-2017-1259;60274;Florencio Varela;18/08/2017;Sin especificar;Sin especificar;27;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-254;60218;Chascomús;19/08/2017;5:50:00;Nocturno;27;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-555;60134;Cañuelas;19/08/2017;10:10:00;Diurno;59;Femenino;Peatón;Peatón;Ruta provincial;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-1160;60778;San Vicente;20/08/2017;5:00:00;Nocturno;Sin especificar;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-119;;;20/08/2017;20:15:00;Nocturno;62;Masculino;Conductor;Automóvil;Ruta nacional;Vuelco/Despiste;Bueno
Ministerio de Seguridad;1-2017-801;;;20/08/2017;0:40:00;Nocturno;22;Masculino;Sin especificar;Motocicleta;Ruta nacional;Colisión vehículo/Vehículo;Nublado
Ministerio de Seguridad;1-2017-841;;;20/08/2017;7:10:00;Diurno;20;Femenino;Sin especificar;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1161;60638;Pilar;21/08/2017;23:58:00;Nocturno;26;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-567;;;21/08/2017;18:15:00;Diurno;66;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-802;;;21/08/2017;7:00:00;Nocturno;16;Masculino;Acompañante;Motocicleta;Calle;Vuelco/Despiste;Bueno
Egresos hospitalarios;2-2017-1254;;;21/08/2017;Sin especificar;Sin especificar;19;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-611;;;22/08/2017;6:00:00;Nocturno;55;Masculino;Conductor;Bicicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1162;;;23/08/2017;14:35:00;Diurno;67;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-192;;;23/08/2017;23:00:00;Nocturno;55;Femenino;Conductor;Automóvil;Autopista provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-803;;;23/08/2017;14:00:00;Diurno;56;Masculino;Conductor;Bicicleta;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-804;;;23/08/2017;16:30:00;Diurno;66;Femenino;Peatón;Peatón;Ruta provincial;Colisión vehículo/Persona;Bueno
Ministerio de Seguridad;1-2017-636;;;24/08/2017;10:30:00;Diurno;41;Masculino;Conductor;Camión;Ruta nacional;Vuelco/Despiste;Bueno
Egresos hospitalarios;2-2017-1278;60056;Bahía Blanca;24/08/2017;Sin especificar;Sin especificar;13;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-894;60218;Chascomús;25/08/2017;23:00:00;Nocturno;27;Masculino;Conductor;Motocicleta;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-121;;;26/08/2017;21:00:00;Nocturno;72;Femenino;Acompañante;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-210;;;26/08/2017;20:00:00;Nocturno;13;Femenino;Acompañante;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-277;;;26/08/2017;19:30:00;Nocturno;72;Femenino;Acompañante;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-278;;;26/08/2017;19:30:00;Nocturno;73;Femenino;Acompañante;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-674;;;26/08/2017;0:00:00;Nocturno;38;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-842;;;26/08/2017;1:20:00;Nocturno;34;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Egresos hospitalarios;2-2017-1189;;;26/08/2017;Sin especificar;Sin especificar;42;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-120;;;27/08/2017;11:15:00;Diurno;62;Masculino;Conductor;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-516;;;27/08/2017;19:30:00;Nocturno;83;Masculino;Sin especificar;Sin especificar;Ruta provincial;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-530;;;27/08/2017;17:30:00;Diurno;Sin especificar;Masculino;Conductor;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-531;;;27/08/2017;17:30:00;Diurno;32;Masculino;Conductor;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-532;;;27/08/2017;17:30:00;Diurno;Sin especificar;Femenino;Acompañante;Sin especificar;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-533;;;27/08/2017;17:30:00;Diurno;Sin especificar;Femenino;Acompañante;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-712;60778;San Vicente;27/08/2017;5:40:00;Nocturno;30;Femenino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-556;;;28/08/2017;0:35:00;Nocturno;61;Masculino;Conductor;Motocicleta;Calle;Vuelco/Despiste;Sin especificar
Egresos hospitalarios;2-2017-1297;;;28/08/2017;Sin especificar;Sin especificar;22;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-557;60274;Florencio Varela;29/08/2017;19:50:00;Nocturno;54;Femenino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Otro
Ministerio de Seguridad;1-2017-805;;;29/08/2017;5:30:00;Nocturno;34;Masculino;Sin especificar;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-971;;;29/08/2017;17:10:00;Diurno;80;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-122;;;30/08/2017;21:20:00;Nocturno;21;Masculino;Acompañante;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-123;;;30/08/2017;21:20:00;Nocturno;69;Masculino;Conductor;Camioneta;Ruta provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-931;;;31/08/2017;5:00:00;Nocturno;38;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Egresos hospitalarios;2-2017-1237;60274;Florencio Varela;31/08/2017;Sin especificar;Sin especificar;51;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-757;;;01/09/2017;21:05:00;Nocturno;19;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-895;60084;Benito Juárez;01/09/2017;14:20:00;Diurno;Sin especificar;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-896;60063;Balcarce;01/09/2017;16:00:00;Diurno;27;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-932;;;01/09/2017;15:40:00;Diurno;25;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Objeto;Sin especificar
Reparos;3-2017-1318;60655;Punta Indio;01/09/2017;15:25:00;Diurno;44;Masculino;Ocupante de vehículo sin especificar;Motocicleta;Calle;Sin especificar;Sin especificar
Reparos;3-2017-1319;;;01/09/2017;7:20:00;Diurno;20;Masculino;Ocupante de vehículo sin especificar;Motocicleta;Calle;Sin especificar;Sin especificar
Reparos;3-2017-1330;;;01/09/2017;Sin especificar;Sin especificar;41;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Reparos;3-2017-1337;;;01/09/2017;17:43:00;Diurno;19;Masculino;Ocupante de vehículo sin especificar;Motocicleta;Calle;Sin especificar;Sin especificar
Reparos;3-2017-1341;;;01/09/2017;10:10:00;Diurno;24;Masculino;Ocupante de vehículo sin especificar;Motocicleta;Sin especificar;Sin especificar;Sin especificar
Reparos;3-2017-1355;;;01/09/2017;6:30:00;Nocturno;Sin especificar;Masculino;Ocupante de vehículo sin especificar;Motocicleta;Calle;Sin especificar;Sin especificar
Reparos;3-2017-1367;60134;Cañuelas;01/09/2017;4:30:00;Nocturno;36;Masculino;Ocupante de vehículo sin especificar;Automóvil;Sin especificar;Sin especificar;Sin especificar
Reparos;3-2017-1368;;;01/09/2017;Sin especificar;Sin especificar;65;Femenino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1088;60638;Pilar;02/09/2017;12:50:00;Diurno;Sin especificar;Masculino;Conductor;Bicicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1089;60638;Pilar;02/09/2017;1:40:00;Nocturno;64;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-1090;60638;Pilar;02/09/2017;5:40:00;Nocturno;24;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-255;;;02/09/2017;23:40:00;Nocturno;19;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Nublado
Ministerio de Seguridad;1-2017-348;;;02/09/2017;8:00:00;Diurno;23;Masculino;Conductor;Automóvil;Ruta nacional;Colisión vehículo/Objeto;Sin especificar
Ministerio de Seguridad;1-2017-806;;;02/09/2017;4:00:00;Nocturno;46;Masculino;Conductor;Sin especificar;Autopista nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-124;;;03/09/2017;10:00:00;Diurno;76;Femenino;Acompañante;Automóvil;Ruta nacional;Vuelco/Despiste;Bueno
Ministerio de Seguridad;1-2017-933;;;03/09/2017;5:00:00;Nocturno;39;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Egresos hospitalarios;2-2017-1230;;;03/09/2017;Sin especificar;Sin especificar;24;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-125;;;04/09/2017;2:30:00;Nocturno;67;Masculino;Conductor;Automóvil;Ruta provincial;Vuelco/Despiste;Bueno
Ministerio de Seguridad;1-2017-675;;;04/09/2017;0:00:00;Nocturno;58;Masculino;Conductor;Sin especificar;Calle;Colisión vehículo/Objeto;Sin especificar
Egresos hospitalarios;2-2017-1276;;;05/09/2017;Sin especificar;Sin especificar;32;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-349;;;06/09/2017;17:00:00;Diurno;34;Femenino;Conductor;Bicicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-484;;;06/09/2017;20:30:00;Nocturno;33;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-676;;;06/09/2017;3:03:00;Nocturno;31;Masculino;Conductor;Automóvil;Autopista nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-126;;;07/09/2017;12:22:00;Nocturno;52;Masculino;Conductor;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-127;;;07/09/2017;12:22:00;Nocturno;49;Masculino;Conductor;Camioneta;Ruta provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-128;;;07/09/2017;10:00:00;Diurno;33;Masculino;Conductor;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-304;;;07/09/2017;16:45:00;Diurno;32;Masculino;Conductor;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-418;;;07/09/2017;23:30:00;Nocturno;36;Femenino;Conductor;Camioneta;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-760;;;07/09/2017;9:20:00;Diurno;87;Femenino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-807;;;07/09/2017;20:30:00;Nocturno;31;Masculino;Conductor;Motocicleta;Autopista nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-843;;;07/09/2017;11:45:00;Diurno;23;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-129;;;08/09/2017;20:00:00;Nocturno;57;Masculino;Conductor;Automóvil;Ruta nacional;Vuelco/Despiste;Bueno
Ministerio de Seguridad;1-2017-305;;;08/09/2017;17:30:00;Diurno;Sin especificar;Masculino;Conductor;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-758;;;08/09/2017;11:11:00;Diurno;28;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-898;60134;Cañuelas;08/09/2017;16:30:00;Diurno;22;Femenino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-211;;;09/09/2017;10:00:00;Diurno;27;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-256;;;09/09/2017;8:50:00;Diurno;6;Masculino;Acompañante;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Llovizna
Ministerio de Seguridad;1-2017-257;;;09/09/2017;8:50:00;Diurno;2;Femenino;Acompañante;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Llovizna
Ministerio de Seguridad;1-2017-258;;;09/09/2017;8:50:00;Diurno;60;Femenino;Acompañante;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Llovizna
Ministerio de Seguridad;1-2017-259;;;09/09/2017;8:50:00;Diurno;37;Femenino;Conductor;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Llovizna
Ministerio de Seguridad;1-2017-350;;;09/09/2017;5:40:00;Nocturno;65;Masculino;Acompañante;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-351;;;09/09/2017;5:40:00;Nocturno;71;Masculino;Conductor;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-759;;;09/09/2017;3:10:00;Nocturno;45;Masculino;Conductor;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-897;60778;San Vicente;09/09/2017;12:00:00;Diurno;28;Masculino;Acompañante;Motocicleta;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-677;;;10/09/2017;11:20:00;Diurno;24;Masculino;Conductor;Motocicleta;Autopista nacional;Colisión vehículo/Vehículo;Sin especificar
Egresos hospitalarios;2-2017-1284;;;10/09/2017;Sin especificar;Sin especificar;19;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1091;60274;Florencio Varela;11/09/2017;17:00:00;Diurno;18;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-260;;;11/09/2017;20:30:00;Nocturno;23;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-934;;;11/09/2017;17:40:00;Diurno;27;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1021;;;12/09/2017;20:30:00;Nocturno;Sin especificar;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-678;;;12/09/2017;19:10:00;Nocturno;28;Masculino;Sin especificar;Sin especificar;Autopista nacional;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-306;60260;Esteban Echeverría;13/09/2017;22:20:00;Nocturno;43;Femenino;Acompañante;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Egresos hospitalarios;2-2017-1190;60655;Punta Indio;13/09/2017;Sin especificar;Sin especificar;74;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-761;;;14/09/2017;10:30:00;Diurno;Sin especificar;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1163;;;15/09/2017;18:00:00;Diurno;Sin especificar;Femenino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Lluvia
Ministerio de Seguridad;1-2017-130;;;15/09/2017;8:00:00;Diurno;51;Masculino;Acompañante;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-131;;;15/09/2017;8:00:00;Diurno;51;Masculino;Conductor;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-132;;;15/09/2017;8:00:00;Diurno;20;Masculino;Acompañante;Automóvil;Ruta nacional;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-458;;;15/09/2017;20:30:00;Nocturno;32;Masculino;Acompañante;Camioneta;Ruta provincial;Vuelco/Despiste;Bueno
Ministerio de Seguridad;1-2017-459;;;15/09/2017;22:10:00;Nocturno;60;Femenino;Conductor;Automóvil;Ruta provincial;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-568;;;16/09/2017;23:00:00;Nocturno;30;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-637;;;16/09/2017;22:30:00;Nocturno;Sin especificar;Masculino;Conductor;Automóvil;Ruta nacional;Vuelco/Despiste;Sin especificar
Ministerio de Seguridad;1-2017-900;60778;San Vicente;16/09/2017;6:15:00;Nocturno;Sin especificar;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-935;;;16/09/2017;12:40:00;Diurno;30;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-972;;;16/09/2017;5:40:00;Nocturno;29;Masculino;Conductor;Sin especificar;Calle;Colisión vehículo/Vehículo;Sin especificar
Egresos hospitalarios;2-2017-1206;;;16/09/2017;Sin especificar;Sin especificar;39;Masculino;Sin especificar;Sin especificar;Sin especificar;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1022;60274;Florencio Varela;17/09/2017;9:00:00;Diurno;55;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Sin especificar
Ministerio de Seguridad;1-2017-1092;60274;Florencio Varela;17/09/2017;23:40:00;Nocturno;21;Masculino;Sin especificar;Motocicleta;Calle;Colisión vehículo/Vehículo;Bueno
Ministerio de Seguridad;1-2017-193;;;17/09/2017;20:00:00;Nocturno;22;Femenino;Conductor;Motocicleta;Ruta nacional;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-307;;;17/09/2017;3:50:00;Nocturno;34;Masculino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-762;;;17/09/2017;9:30:00;Diurno;40;Masculino;Conductor;Motocicleta;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-899;60056;Bahía Blanca;17/09/2017;16:00:00;Diurno;20;Femenino;Sin especificar;Sin especificar;Calle;Sin especificar;Sin especificar
Ministerio de Seguridad;1-2017-1093;60274;Florencio Varela;18/09/2017;12:00:00;Diurno;Sin especificar;Masculino;Conductor;Camioneta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-419;;;18/09/2017;13:30:00;Diurno;16;Masculino;Sin especificar;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-420;;;18/09/2017;13:30:00;Diurno;16;Masculino;Sin especificar;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-534;;;18/09/2017;5:35:00;Nocturno;20;Masculino;Conductor;Motocicleta;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-679;;;18/09/2017;2:00:00;Nocturno;41;Masculino;Conductor;Automóvil;Calle;Colisión vehículo/Vehículo;Sin especificar
Ministerio de Seguridad;1-2017-1164;;;19/09/2017;19:10:00;Nocturno;17;Masculino;Peatón;Peatón;Calle;Colisión vehículo/Persona;Bueno
